,alx,aly,alz,glx,gly,glz,arx,ary,arz,grx,gry,grz,Activity,subject
547585,-6.4982,-11.267,-1.8991,-0.11874,-0.93058,-0.4479399999999999,2.3567,-11.507,-1.7212,-0.15294,-1.0986,-0.18103,4,subject5
547586,-2.2589,-12.632,-1.7896,-0.046382,-0.86116,-0.60314,1.2439,-11.45,-1.9787,-0.15294,-1.0986,-0.18103,4,subject5
547587,1.4486,-11.679,-1.5174,-0.046382,-0.86116,-0.60314,-0.17765,-10.177,-1.6859,-0.15294,-1.0986,-0.18103,4,subject5
547588,5.0376,-10.241,-0.35752,-0.046382,-0.86116,-0.60314,-1.7754,-8.7192,0.084876,-0.15294,-1.0986,-0.18103,4,subject5
547589,4.2067,-9.5855,-0.13512,-0.046382,-0.86116,-0.60314,-3.7114,-9.4447,2.5278,-0.045098,-1.1109,-0.18966,4,subject5
547590,1.8199,-9.9943,0.57057,-0.096475,-0.8292700000000001,-0.67583,-4.508,-10.795,3.5332,-0.045098,-1.1109,-0.18966,4,subject5
547591,-0.69493,-9.6287,1.4908,-0.096475,-0.8292700000000001,-0.67583,-3.8211,-12.216,3.4413,-0.045098,-1.1109,-0.18966,4,subject5
547592,0.20092,-9.5511,0.33695,-0.096475,-0.8292700000000001,-0.67583,-2.456,-11.789,2.1293,0.12157,-1.1006,-0.28233,4,subject5
547593,4.3239,-9.3506,0.58613,-0.0723559999999999,-0.79925,-0.71316,-0.25087,-10.332,0.80632,0.12157,-1.1006,-0.28233,4,subject5
547594,4.8192,-8.5352,0.93393,-0.0723559999999999,-0.79925,-0.71316,0.92585,-9.0684,0.16116,0.12157,-1.1006,-0.28233,4,subject5
547595,2.4011,-9.175,0.32568,-0.0723559999999999,-0.79925,-0.71316,0.6799,-8.7143,1.5747,0.12157,-1.1006,-0.28233,4,subject5
547596,1.2011,-9.6106,1.3127,-0.0723559999999999,-0.79925,-0.71316,-0.0191509999999999,-8.687999999999999,2.201,0.12157,-1.1006,-0.28233,4,subject5
547597,1.0761,-9.6432,1.0286,-0.090909,-0.75797,-0.7622800000000001,-1.0162,-8.7255,1.4491,0.12157,-1.1006,-0.28233,4,subject5
547598,4.1822,-9.4291,1.6433,-0.090909,-0.75797,-0.7622800000000001,-2.2493,-8.7311,0.88636,0.12157,-1.1006,-0.28233,4,subject5
547599,3.4004,-9.2057,0.21955,-0.090909,-0.75797,-0.7622800000000001,-3.4456,-8.8619,0.8069,0.45882,-1.0246,-0.28448,4,subject5
547600,-0.75902,-10.512,-0.69985,-0.11503,-0.67355,-0.83104,-4.0511,-8.9797,0.030182,0.45882,-1.0246,-0.28448,4,subject5
547601,-0.26714,-11.79,-0.7484,-0.11503,-0.67355,-0.83104,-4.6597,-9.4818,-0.18242,0.45882,-1.0246,-0.28448,4,subject5
547602,1.7728,-13.34,-0.34719,-0.11503,-0.67355,-0.83104,-6.0314,-9.5776,0.2398699999999999,0.45882,-1.0246,-0.28448,4,subject5
547603,0.8462200000000001,-13.408,-1.2349,-0.11503,-0.67355,-0.83104,-6.6507,-9.6376,0.2368699999999999,0.45882,-1.0246,-0.28448,4,subject5
547604,0.95677,-14.39,-0.34533,-0.12987,-0.5515899999999999,-0.95874,-6.755,-9.8355,0.44572,0.45882,-1.0246,-0.28448,4,subject5
547605,2.6639,-15.836,1.5786,-0.12987,-0.5515899999999999,-0.95874,-6.8412,-10.544,0.55611,0.45882,-1.0246,-0.28448,4,subject5
547606,1.481,-19.184,2.3889,-0.12987,-0.5515899999999999,-0.95874,-6.449,-11.097,0.33058,0.72745,-0.8870600000000001,-0.1056,4,subject5
547607,0.058409,-19.186,8.0829,-0.19295,-0.33021,-1.0491,-5.6339,-11.617,0.33583,0.72745,-0.8870600000000001,-0.1056,4,subject5
547608,4.3927,-17.131,3.7707,-0.19295,-0.33021,-1.0491,-4.9984,-11.874,0.57295,0.72745,-0.8870600000000001,-0.1056,4,subject5
547609,2.8723,-18.83,5.1393,-0.19295,-0.33021,-1.0491,-5.1914,-12.594,0.57862,0.7411800000000001,-0.87474,-0.10776,4,subject5
547610,12.307,-16.515,2.9327,-0.35436,-0.073171,-1.0825,-5.6995,-14.498,0.15008,0.7411800000000001,-0.87474,-0.10776,4,subject5
547611,2.7616,-15.703,-6.8929,-0.35436,-0.073171,-1.0825,-6.7694,-14.485,0.47365,0.7411800000000001,-0.87474,-0.10776,4,subject5
547612,-0.6107199999999999,-12.026,-0.64909,-0.35436,-0.073171,-1.0825,-5.7443,-12.098,1.1763,0.7411800000000001,-0.87474,-0.10776,4,subject5
