,alx,aly,alz,glx,gly,glz,arx,ary,arz,grx,gry,grz,Activity,subject
264960,4.38,-14.036,-3.5851,0.30427,-0.78236,-0.62279,-9.7198,4.9036,4.3598,-0.6843100000000001,-0.35934,0.80603,11,subject2
264961,5.099,-9.0033,-7.2638,0.25417,-0.73734,-0.66798,-10.907,2.1419,4.1904,-0.6843100000000001,-0.35934,0.80603,11,subject2
264962,4.7112,-7.8336,-7.1258,0.25417,-0.73734,-0.66798,-17.862000000000002,-1.0889,8.1122,-0.65686,-0.26694,0.875,11,subject2
264963,6.042999999999999,-7.1294,-9.9731,0.25417,-0.73734,-0.66798,-21.579,-7.3559,11.413,-0.65686,-0.26694,0.875,11,subject2
264964,4.9397,-7.4401,-8.3643,0.25974,-0.90619,-0.41061,-21.456,-17.011,9.8786,-0.65686,-0.26694,0.875,11,subject2
264965,5.2327,-8.4723,-6.6317,0.25974,-0.90619,-0.41061,-21.389,-18.682,7.8472,-0.59412,-0.16838,0.95043,11,subject2
264966,3.5263,-11.255,-11.684,0.25974,-0.90619,-0.41061,-21.201,-18.697,3.263,-0.59412,-0.16838,0.95043,11,subject2
264967,2.5749,-13.268,-14.961,0.32839,-0.88931,0.16699,-16.541,-18.687,0.27397,-0.59412,-0.16838,0.95043,11,subject2
264968,-4.3837,-14.108,-17.781,0.32839,-0.88931,0.16699,-11.23,-18.694000000000003,-2.4451,-0.59412,-0.16838,0.95043,11,subject2
264969,-7.0391,-19.38,-19.206,0.32839,-0.88931,0.16699,-6.5049,-16.095,-2.4714,-0.50784,0.11499,1.0366,11,subject2
264970,-1.1809,-19.429,-19.15,0.32839,-0.88931,0.16699,-2.1207,-11.302,-2.2109,-0.50784,0.11499,1.0366,11,subject2
264971,6.1267,-15.238,-18.899,0.4081599999999999,-0.52908,0.63458,1.7795,-6.5048,-1.4815,-0.50784,0.11499,1.0366,11,subject2
264972,4.6893,-3.6593,-18.407,0.4081599999999999,-0.52908,0.63458,5.9502,-3.7907,-2.075,-0.3392199999999999,0.24641,1.0733,11,subject2
264973,-12.358,0.0139789999999999,-18.404,0.4081599999999999,-0.52908,0.63458,8.8126,-3.6786,-3.861,-0.3392199999999999,0.24641,1.0733,11,subject2
264974,-7.0029,-7.1770000000000005,-18.689,0.30427,-0.46341,0.72495,11.966,-3.8957,-5.5698,-0.3392199999999999,0.24641,1.0733,11,subject2
264975,-11.622,-12.46,23.282,0.30427,-0.46341,0.72495,13.007,-2.9058,-6.5828,-0.3392199999999999,0.24641,1.0733,11,subject2
264976,19.596,-19.338,-18.948,0.30427,-0.46341,0.72495,12.975,-2.3905,-7.0466,-0.3392199999999999,0.24641,1.0733,11,subject2
