,alx,aly,alz,glx,gly,glz,arx,ary,arz,grx,gry,grz,Activity,subject
708865,1.1312,-19.043,14.486,0.15584,-0.54597,-0.92338,-20.907,-10.890999999999998,-11.138,-0.25294,-0.9384,-0.44397,11,subject6
708866,-8.588,-19.107,18.011,0.15584,-0.54597,-0.92338,-21.151,-0.8968,-7.6803,-0.25294,-0.9384,-0.44397,11,subject6
708867,9.441,-9.7623,11.888,0.15584,-0.54597,-0.92338,-16.114,4.7355,-4.4507,-0.25294,-0.9384,-0.44397,11,subject6
708868,15.327,-19.176,-0.77428,-0.0575139999999999,-0.4971899999999999,-0.9666,-11.185,5.7657,-2.4305,-0.07451,-1.0411,-0.3125,11,subject6
708869,15.025,-6.6295,-18.4,-0.0575139999999999,-0.4971899999999999,-0.9666,-7.3753,6.3539,-1.6094,-0.07451,-1.0411,-0.3125,11,subject6
708870,11.135,-7.4733,11.081,-0.0575139999999999,-0.4971899999999999,-0.9666,-5.1106,8.0401,0.0061698,-0.07451,-1.0411,-0.3125,11,subject6
708871,-0.0073866,-15.461,9.3102,-0.0575139999999999,-0.4971899999999999,-0.9666,-4.8522,9.4326,1.2633,-0.07451,-1.0411,-0.3125,11,subject6
708872,15.504,-19.09,8.8255,-0.24861,-0.21201,-1.0373,-4.5206,10.273,2.2636,-0.019608,-1.0637,-0.2694,11,subject6
708873,8.2276,-19.069000000000003,13.9,-0.24861,-0.21201,-1.0373,-3.6248,12.321,3.0535,-0.019608,-1.0637,-0.2694,11,subject6
708874,-1.0833,-19.072,19.536,-0.24861,-0.21201,-1.0373,-2.4064,14.035,3.5351,-0.019608,-1.0637,-0.2694,11,subject6
708875,4.8142,-19.073,17.449,-0.29128,0.21388,-1.057,-1.9342,14.852,4.1905,-0.062745,-1.0637,-0.27371,11,subject6
708876,9.5061,-19.087,10.099,-0.29128,0.21388,-1.057,-2.3862,14.999,3.8749,-0.062745,-1.0637,-0.27371,11,subject6
