,alx,aly,alz,glx,gly,glz,arx,ary,arz,grx,gry,grz,Activity,subject
542977,0.39559,0.86045,9.8074,0.068646,0.9531,0.8055,-0.40884,5.2521,8.2105,0.6451,0.43532,0.75431,3,subject5
542978,0.37431,0.68955,9.5486,0.068646,0.9531,0.8055,-0.4902,5.4519,8.1893,0.6451,0.43532,0.75431,3,subject5
542979,0.41611,0.64054,9.5987,0.044527,0.94371,0.81729,-0.49987,5.3422,8.215,0.6352899999999999,0.43737,0.72629,3,subject5
542980,0.4472899999999999,0.81113,9.8263,0.044527,0.94371,0.81729,-0.19444,5.4134,8.3436,0.6352899999999999,0.43737,0.72629,3,subject5
542981,0.4469,0.72073,9.6968,0.044527,0.94371,0.81729,-0.12953,5.3121,8.2135,0.6352899999999999,0.43737,0.72629,3,subject5
542982,0.38659,0.59163,9.6584,0.044527,0.94559,0.81729,-0.36143,5.233,8.3033,0.6549,0.45585,0.74784,3,subject5
542983,0.5616399999999999,0.61324,9.8384,0.044527,0.94559,0.81729,-0.35771,5.3448,8.4756,0.6549,0.45585,0.74784,3,subject5
542984,0.4273899999999999,0.6816300000000001,9.7467,0.044527,0.94559,0.81729,-0.35093,5.5153,8.5258,0.6549,0.45585,0.74784,3,subject5
542985,0.36546,0.8209299999999999,9.8155,0.051948,0.94371,0.8231799999999999,-0.36294,5.4727,8.2736,0.6549,0.45585,0.74784,3,subject5
542986,0.39747,0.65232,9.7866,0.051948,0.94371,0.8231799999999999,-0.4249699999999999,5.5133,8.3277,0.63922,0.43326,0.74569,3,subject5
542987,0.5505899999999999,0.70239,9.8427,0.051948,0.94371,0.8231799999999999,-0.3403,5.3523,8.2259,0.63922,0.43326,0.74569,3,subject5
542988,0.51968,0.72209,9.833,0.051948,0.94371,0.8231799999999999,-0.3485,5.4945,8.4518,0.63922,0.43326,0.74569,3,subject5
542989,0.43796,0.52198,9.6242,0.050093,0.9606,0.81925,-0.64985,5.5847,8.4667,0.6451,0.44148,0.74569,3,subject5
542990,0.42478,0.759,9.563,0.050093,0.9606,0.81925,-0.48438,5.3536,8.3614,0.6451,0.44148,0.74569,3,subject5
542991,0.34653,0.64241,9.7856,0.050093,0.9606,0.81925,-0.23425,5.234,8.3971,0.6451,0.44148,0.74569,3,subject5
542992,0.36689,0.6923600000000001,9.83,0.053803,0.94559,0.8133600000000001,-0.21274,5.4826,8.2637,0.6451,0.44148,0.74569,3,subject5
542993,0.45701,0.73064,9.6974,0.053803,0.94559,0.8133600000000001,-0.5702699999999999,5.4851,8.5138,0.65686,0.44559,0.73707,3,subject5
542994,0.28635,0.66347,9.911,0.053803,0.94559,0.8133600000000001,-0.43116,5.3725,8.2478,0.65686,0.44559,0.73707,3,subject5
542995,0.4460699999999999,0.59988,9.4928,0.053803,0.94559,0.8133600000000001,-0.2485,5.3317,8.1728,0.65686,0.44559,0.73707,3,subject5
542996,0.50871,0.6713100000000001,9.7053,0.042672,0.95685,0.81925,-0.39903,5.4316,8.157,0.65882,0.42916,0.72845,3,subject5
542997,0.25144,0.80913,9.6263,0.042672,0.95685,0.81925,-0.18273,5.372999999999999,8.2999,0.65882,0.42916,0.72845,3,subject5
542998,0.32629,0.60258,9.7626,0.042672,0.95685,0.81925,-0.30461,5.3736,8.3624,0.65882,0.42916,0.72845,3,subject5
542999,0.28468,0.75179,9.8321,0.051948,0.96248,0.8212200000000001,-0.1991,5.3020000000000005,8.2026,0.65882,0.42916,0.72845,3,subject5
543000,0.46841,0.68184,9.7679,0.051948,0.96248,0.8212200000000001,-0.28495,5.1046,8.4636,0.62941,0.44353,0.73922,3,subject5
543001,0.68074,0.8898799999999999,9.7805,0.051948,0.96248,0.8212200000000001,-0.46835,5.1822,8.2174,0.62941,0.44353,0.73922,3,subject5
