,alx,aly,alz,glx,gly,glz,arx,ary,arz,grx,gry,grz,Activity,subject
966913,17.874000000000002,-19.108,6.0671,-0.46197,-0.3733599999999999,-0.98625,-5.1109,15.376,1.5709,-0.97843,-0.049281,-0.36853,11,subject8
966914,11.449000000000002,-19.113,8.4609,-0.46197,-0.3733599999999999,-0.98625,-7.9057,14.078,-2.1711,-0.96863,0.10472,-0.37069,11,subject8
966915,6.944,-19.097,13.063,-0.46197,-0.3733599999999999,-0.98625,-15.378,13.182,-8.7992,-0.96863,0.10472,-0.37069,11,subject8
966916,4.7731,-6.2575,11.87,-0.4712399999999999,0.020638,-1.0747,-21.071,10.951,-11.942,-0.96863,0.10472,-0.37069,11,subject8
966917,-11.659,20.295,15.659,-0.4712399999999999,0.020638,-1.0747,-20.891,9.7909,-16.906,-0.96863,0.10472,-0.37069,11,subject8
966918,-14.550999999999998,9.7639,18.968,-0.4712399999999999,0.020638,-1.0747,-20.686,-9.0181,-17.805,-0.9,0.44559,-0.31681,11,subject8
966919,7.9525,-2.9549,3.5151,-0.4712399999999999,0.020638,-1.0747,-20.578000000000003,-16.021,-18.061,-0.9,0.44559,-0.31681,11,subject8
966920,4.162,-19.238,-0.99318,-0.28386,-0.3546,-1.057,-20.766,-13.606,-12.597,-0.9,0.44559,-0.31681,11,subject8
966921,7.3964,-17.63,-5.5367,-0.28386,-0.3546,-1.057,-20.89,-15.076,-8.6392,-0.62941,0.9076,0.077586,11,subject8
966922,5.6565,-13.696,-6.2116,-0.28386,-0.3546,-1.057,-14.515,-18.258,-9.7566,-0.62941,0.9076,0.077586,11,subject8
966923,0.0564429999999999,-14.164,-8.5202,-0.22078,-0.95497,-0.43222,-2.4766,-18.692,-8.2159,-0.62941,0.9076,0.077586,11,subject8
966924,3.2626,-16.743,-12.93,-0.22078,-0.95497,-0.43222,-2.6997,-17.714000000000002,-5.4378,-0.62941,0.9076,0.077586,11,subject8
966925,-0.46283,-16.596,-19.001,-0.22078,-0.95497,-0.43222,-0.77265,-15.856,-2.6261,-0.26078,1.0431,0.34914,11,subject8
966926,-1.9868,-19.459,-19.159,-0.22078,-0.95497,-0.43222,-0.79206,-15.066,-0.5762,-0.26078,1.0431,0.34914,11,subject8
966927,9.8605,-19.388,-19.048,-0.141,-0.87805,0.44008,0.91384,-15.333,-0.35001,-0.26078,1.0431,0.34914,11,subject8
