,alx,aly,alz,glx,gly,glz,arx,ary,arz,grx,gry,grz,Activity,subject
559873,1.223,-9.4094,0.64593,-0.6308,-0.75422,0.17682,-5.1061,-13.762,4.7911,-0.89412,-0.27721,0.55603,7,subject5
559874,1.3802,-9.6853,0.77954,-0.6308,-0.75422,0.17682,-4.4454,-12.220999999999998,3.9202,-0.89412,-0.27721,0.55603,7,subject5
559875,1.4889,-9.6488,0.46995,-0.63451,-0.76173,0.18861,-3.8975,-10.376,3.377,-0.89412,-0.27721,0.55603,7,subject5
559876,1.3466,-9.4782,0.69581,-0.63451,-0.76173,0.18861,-3.6064,-9.2271,3.2886,-0.83137,0.25667,0.71767,7,subject5
559877,1.3894,-9.7763,0.58758,-0.63451,-0.76173,0.18861,-3.7532,-8.2315,2.8488,-0.83137,0.25667,0.71767,7,subject5
559878,1.4301,-9.7564,0.5994,-0.63451,-0.76173,0.18861,-2.8408,-6.6675,2.25,-0.83137,0.25667,0.71767,7,subject5
559879,1.54,-9.5388,0.58013,-0.6178100000000001,-0.7561,0.16699,-0.93888,-5.0701,1.9861,-0.83137,0.25667,0.71767,7,subject5
559880,1.4185,-9.6278,0.5848800000000001,-0.6178100000000001,-0.7561,0.16699,-0.56006,-3.2558,2.4205,-0.83137,0.25667,0.71767,7,subject5
559881,1.3778,-9.7376,0.49565,-0.6178100000000001,-0.7561,0.16699,-1.2289,-2.3824,2.7559,-0.83137,0.25667,0.71767,7,subject5
559882,1.4826,-9.8049,0.70167,-0.63822,-0.77298,0.17289,-1.7953,-1.3305,2.9543,-0.83137,0.25667,0.71767,7,subject5
559883,1.5509,-9.628,0.5653600000000001,-0.63822,-0.77298,0.17289,-1.6146,-0.8788799999999999,3.1123,-0.73922,0.6262800000000001,0.57328,7,subject5
559884,1.3758,-9.6397,0.38594,-0.63822,-0.77298,0.17289,0.14923,0.040124,3.0124,-0.73922,0.6262800000000001,0.57328,7,subject5
559885,1.3371,-9.7876,0.45108,-0.63822,-0.77298,0.17289,0.22938,1.3856,3.5589,-0.73922,0.6262800000000001,0.57328,7,subject5
559886,1.3755,-9.72,0.27776,-0.63822,-0.77298,0.17289,0.63613,1.7222,3.2215,-0.73922,0.6262800000000001,0.57328,7,subject5
559887,1.3881,-9.7876,0.4515899999999999,-0.63822,-0.77298,0.17289,0.8541799999999999,2.6797,3.9673,-0.73922,0.6262800000000001,0.57328,7,subject5
559888,1.3265,-9.778,0.4202,-0.63822,-0.77298,0.17289,0.70675,3.4895,3.9453,-0.73922,0.6262800000000001,0.57328,7,subject5
559889,1.4680000000000002,-9.5893,0.47271,-0.63265,-0.76735,0.16699,0.7245,3.4404,4.0366,-0.73922,0.6262800000000001,0.57328,7,subject5
559890,1.52,-9.6183,0.5447,-0.63265,-0.76735,0.16699,0.86567,4.1808,4.084,-0.6078399999999999,0.8398399999999999,0.44828,7,subject5
559891,1.3676,-9.7177,0.5069600000000001,-0.63265,-0.76735,0.16699,1.1305,4.8736,4.3583,-0.6078399999999999,0.8398399999999999,0.44828,7,subject5
559892,1.4085,-9.6475,0.59421,-0.6289399999999999,-0.7561,0.15717,1.0004,5.4849,4.493,-0.6078399999999999,0.8398399999999999,0.44828,7,subject5
559893,1.5803,-9.6992,0.37459,-0.6289399999999999,-0.7561,0.15717,1.3688,5.4821,4.2116,-0.57843,0.8829600000000001,0.37284,7,subject5
559894,1.7561,-9.5969,0.70438,-0.6289399999999999,-0.7561,0.15717,1.4115,5.8467,3.6673,-0.57843,0.8829600000000001,0.37284,7,subject5
559895,1.3146,-9.5396,0.4945,-0.6289399999999999,-0.7561,0.15717,1.7343,6.0949,3.4922,-0.57843,0.8829600000000001,0.37284,7,subject5
559896,1.5094,-9.6287,0.49199,-0.6270899999999999,-0.78236,0.15717,0.51685,6.1439,3.3905,-0.57843,0.8829600000000001,0.37284,7,subject5
559897,1.6226,-9.8078,0.41125,-0.6270899999999999,-0.78236,0.15717,-0.5391,6.0362,3.6247,-0.53333,0.94456,0.2694,7,subject5
559898,1.7249,-9.5974,0.65196,-0.6270899999999999,-0.78236,0.15717,1.1205,7.0198,3.976,-0.53333,0.94456,0.2694,7,subject5
559899,1.5091,-9.569,0.52622,-0.62152,-0.76548,0.17289,3.2275,8.5025,4.248,-0.53333,0.94456,0.2694,7,subject5
559900,1.4087,-9.7274,0.52772,-0.62152,-0.76548,0.17289,1.9158,8.7323,4.2283,-0.49608,0.99589,0.20905,7,subject5
559901,1.5182,-9.5501,0.43351,-0.62152,-0.76548,0.17289,0.4997899999999999,8.4154,4.5354,-0.49608,0.99589,0.20905,7,subject5
559902,1.7659,-9.6473,0.61863,-0.62152,-0.76548,0.17289,0.56393,8.0817,5.1749,-0.49608,0.99589,0.20905,7,subject5
559903,1.3978,-9.618,0.5747399999999999,-0.6159600000000001,-0.77861,0.14735,1.0083,7.9507,5.0746,-0.49608,0.99589,0.20905,7,subject5
559904,1.5614,-9.7377,0.48706,-0.6159600000000001,-0.77861,0.14735,1.2897,8.2293,3.9323,-0.48039,0.98152,0.15733,7,subject5
559905,1.4158,-9.6205,0.3248,-0.6159600000000001,-0.77861,0.14735,0.067702,8.2433,4.3288,-0.48039,0.98152,0.15733,7,subject5
559906,1.9082,-9.7179,0.4915199999999999,-0.6308,-0.77486,0.1630599999999999,-0.026789,7.7099,4.9897,-0.48039,0.98152,0.15733,7,subject5
559907,1.4747,-9.5328,0.18394,-0.6308,-0.77486,0.1630599999999999,0.68289,7.8196,4.9639,-0.49216,0.99795,0.16595,7,subject5
559908,1.5815,-9.6981,0.4892399999999999,-0.6308,-0.77486,0.1630599999999999,0.6824,7.7534,4.3356,-0.49216,0.99795,0.16595,7,subject5
559909,1.4785,-9.819,0.27383,-0.6178100000000001,-0.77861,0.1650299999999999,-0.1247,7.9085,4.8538,-0.49216,0.99795,0.16595,7,subject5
559910,1.673,-9.6483,0.51348,-0.6178100000000001,-0.77861,0.1650299999999999,-0.50015,7.8937,5.3739,-0.49216,0.99795,0.16595,7,subject5
559911,1.3872,-9.7785,0.3687,-0.6178100000000001,-0.77861,0.1650299999999999,-0.60439,7.7456,5.5644,-0.50588,0.97947,0.17672,7,subject5
