,alx,aly,alz,glx,gly,glz,arx,ary,arz,grx,gry,grz,Activity,subject
471297,0.92177,-10.915,-0.36985,0.32468,-0.52345,0.64637,-0.48765,-9.7151,1.4934,0.056863,-0.6611899999999999,0.92888,4,subject4
471298,1.0503,-10.528,0.6195,0.32468,-0.52345,0.64637,-0.40356,-10.125,1.4937,0.056863,-0.6611899999999999,0.92888,4,subject4
471299,1.6572,-9.6137,1.0046,0.32468,-0.52345,0.64637,-1.3384,-10.193,1.6778,0.011765,-0.65708,0.8857799999999999,4,subject4
471300,1.8207,-9.5435,1.0931,0.3692,-0.61163,0.53242,-1.3388,-9.3459,1.4077,0.011765,-0.65708,0.8857799999999999,4,subject4
471301,1.376,-9.6395,0.40678,0.3692,-0.61163,0.53242,-0.74305,-8.4575,1.2542,0.011765,-0.65708,0.8857799999999999,4,subject4
471302,1.0929,-9.5368,0.77367,0.3692,-0.61163,0.53242,-0.27144,-7.7005,0.94831,0.011765,-0.65708,0.8857799999999999,4,subject4
471303,3.4852,-10.042,0.72024,0.41558,-0.64165,0.47151,0.016225,-7.0087,1.1287,-0.037255,-0.6694,0.8836200000000001,4,subject4
471304,2.6342,-10.036,0.32661,0.41558,-0.64165,0.47151,-0.44225,-6.4079,1.2109,-0.037255,-0.6694,0.8836200000000001,4,subject4
471305,1.3005,-9.8533,0.81201,0.41558,-0.64165,0.47151,-0.8258,-6.1808,0.92013,-0.037255,-0.6694,0.8836200000000001,4,subject4
471306,1.5511,-9.4478,0.7618699999999999,0.41558,-0.64165,0.47151,-1.1667,-6.0775,1.2482,-0.12549,-0.6653,0.8814700000000001,4,subject4
471307,1.2653,-9.748,0.4523399999999999,0.46011,-0.6641699999999999,0.43811,-2.1794,-6.0334,1.6567,-0.12549,-0.6653,0.8814700000000001,4,subject4
471308,1.3249,-10.629,0.4297,0.46011,-0.6641699999999999,0.43811,-2.3926,-6.3779,2.2124,-0.12549,-0.6653,0.8814700000000001,4,subject4
471309,1.7916,-9.952,0.8432299999999999,0.46011,-0.6641699999999999,0.43811,-2.7128,-7.122000000000001,2.8002,-0.12549,-0.6653,0.8814700000000001,4,subject4
471310,2.0051,-9.5428,1.1679,0.4638199999999999,-0.69418,0.3831,-2.4897,-7.6612,2.8774,-0.21569,-0.7063699999999999,0.8232799999999999,4,subject4
471311,1.8657,-10.689,1.3905,0.4638199999999999,-0.69418,0.3831,-2.3843,-8.1879,3.2052,-0.21569,-0.7063699999999999,0.8232799999999999,4,subject4
471312,1.0156,-11.002,0.76213,0.4638199999999999,-0.69418,0.3831,-2.3418,-8.624,3.6,-0.21569,-0.7063699999999999,0.8232799999999999,4,subject4
471313,1.3605,-10.794,0.76556,0.4638199999999999,-0.69418,0.3831,-2.3325,-9.6736,3.6413,-0.18235,-0.7577,0.78233,4,subject4
471314,1.6236,-12.296,1.0889,0.4712399999999999,-0.7561,0.2514699999999999,-1.633,-11.265,3.5201,-0.18235,-0.7577,0.78233,4,subject4
471315,0.4135,-14.311,1.5281,0.4712399999999999,-0.7561,0.2514699999999999,-1.655,-13.314,3.6051,-0.18235,-0.7577,0.78233,4,subject4
471316,-1.9871,-15.504,2.1112,0.4712399999999999,-0.7561,0.2514699999999999,-0.50097,-14.209,3.1021,-0.18235,-0.7577,0.78233,4,subject4
471317,-2.0316,-19.215,6.196000000000001,0.47495,-0.81989,0.058939,0.1252,-14.148,2.2093,-0.072549,-0.8213600000000001,0.74353,4,subject4
471318,-7.9984,-19.222,8.4902,0.47495,-0.81989,0.058939,0.7589,-12.731,0.94681,-0.072549,-0.8213600000000001,0.74353,4,subject4
471319,0.26291,-19.197,5.0532,0.47495,-0.81989,0.058939,0.52536,-13.211,0.8915299999999999,-0.072549,-0.8213600000000001,0.74353,4,subject4
471320,6.6278,-18.511,1.4116,0.46011,-0.82176,-0.1945,0.24955,-14.01,2.0183,-0.039216,-0.8398399999999999,0.72629,4,subject4
471321,11.29,-19.222,-1.4003,0.46011,-0.82176,-0.1945,0.1582,-14.219,3.1328,-0.039216,-0.8398399999999999,0.72629,4,subject4
471322,5.888,-15.935,5.5226,0.46011,-0.82176,-0.1945,-1.0424,-13.212,2.8186,-0.039216,-0.8398399999999999,0.72629,4,subject4
471323,2.5704,-5.9014,-4.9881,0.46011,-0.82176,-0.1945,-2.1135,-12.165,1.5063,-0.039216,-0.8398399999999999,0.72629,4,subject4
471324,8.0597,-13.96,-3.9091,0.42115,-0.79737,-0.37917,-2.9454,-11.54,1.0272,-0.11765,-0.81109,0.74138,4,subject4
471325,6.6884,-5.6139,0.9841,0.42115,-0.79737,-0.37917,-2.6837,-11.201,0.85659,-0.11765,-0.81109,0.74138,4,subject4
471326,1.6747,-2.9679,1.2329,0.42115,-0.79737,-0.37917,-1.8677,-10.991,0.91921,-0.11765,-0.81109,0.74138,4,subject4
471327,0.99354,-2.9153,1.5413,0.38776,-0.81989,-0.39293,-1.9223,-10.262,0.83067,-0.22353,-0.74949,0.7780199999999999,4,subject4
471328,1.8455,-3.3602,1.6004,0.38776,-0.81989,-0.39293,-1.8679,-9.4525,0.74612,-0.22353,-0.74949,0.7780199999999999,4,subject4
471329,3.4125,-3.9547,0.5655600000000001,0.38776,-0.81989,-0.39293,-1.8473,-8.9012,0.8778600000000001,-0.22353,-0.74949,0.7780199999999999,4,subject4
471330,4.7164,-4.7971,-0.5051899999999999,0.38776,-0.81989,-0.39293,-1.6809,-8.2622,0.78481,-0.22353,-0.74949,0.7780199999999999,4,subject4
471331,3.1464,-5.5357,-1.0995,0.33581,-0.88555,-0.16699,-1.7981,-7.6418,0.81582,-0.25098,-0.68583,0.8232799999999999,4,subject4
471332,2.389,-7.2676,-1.0166,0.33581,-0.88555,-0.16699,-1.3899,-7.2924,0.7603800000000001,-0.25098,-0.68583,0.8232799999999999,4,subject4
471333,2.244,-8.8693,-0.79603,0.33581,-0.88555,-0.16699,-0.67376,-7.2546,0.54352,-0.25098,-0.68583,0.8232799999999999,4,subject4
471334,3.0592,-12.88,-1.853,0.29499,-0.87805,0.17682,-1.6417,-7.0825,0.7500399999999999,-0.25882,-0.60164,0.90733,4,subject4
471335,1.9662,-15.931,-2.9852,0.29499,-0.87805,0.17682,-1.6378,-7.0938,0.62448,-0.25882,-0.60164,0.90733,4,subject4
471336,0.82027,-19.304,-4.6236,0.29499,-0.87805,0.17682,-2.0268,-6.722,0.79932,-0.25882,-0.60164,0.90733,4,subject4
471337,3.2213,-19.331,-6.3823,0.29499,-0.87805,0.17682,-2.1803,-6.9002,0.97791,-0.25882,-0.60164,0.90733,4,subject4
471338,6.5005,-19.277,-5.9614,0.29499,-0.87805,0.17682,-2.1562,-7.1009,0.90537,-0.25882,-0.60164,0.90733,4,subject4
471339,-11.646,-19.372,-10.46,0.29499,-0.87805,0.17682,-1.9199,-7.2891,1.0939,-0.25882,-0.60164,0.90733,4,subject4
471340,6.5897,-18.493,-13.609000000000002,0.29499,-0.87805,0.17682,-1.7182,-7.4391,1.0864,-0.25882,-0.60164,0.90733,4,subject4
471341,1.8791,-8.6024,-18.651,0.3154,-0.28518,0.78193,-1.9558,-7.5894,1.058,-0.2549,-0.4846,0.96121,4,subject4
471342,-9.3021,-4.7207,-18.6,0.3154,-0.28518,0.78193,-1.6863,-8.3102,0.98032,-0.2549,-0.4846,0.96121,4,subject4
