,alx,aly,alz,glx,gly,glz,arx,ary,arz,grx,gry,grz,Activity,subject
999169,0.74398,-8.8478,4.3255,-0.46753,-0.54597,0.63065,-6.7408,-2.3718,6.8189,-0.70392,0.47433,0.61638,2,subject9
999170,0.77172,-8.6007,4.2860000000000005,-0.46753,-0.54597,0.63065,-6.579,-2.4821,6.7926,-0.70392,0.47433,0.61638,2,subject9
999171,0.80921,-8.6441,3.9092,-0.46753,-0.54597,0.63065,-6.5669,-2.4130000000000003,6.7023,-0.70392,0.47433,0.61638,2,subject9
999172,0.8025100000000001,-8.7505,4.1538,-0.46197,-0.54597,0.64637,-6.7148,-2.5732,6.6838,-0.69216,0.46612,0.62284,2,subject9
999173,0.98879,-8.6279,4.5368,-0.46197,-0.54597,0.64637,-6.4378,-2.5323,6.7692,-0.69216,0.46612,0.62284,2,subject9
999174,0.83647,-8.9272,4.312,-0.46197,-0.54597,0.64637,-6.5077,-2.323,6.6963,-0.69216,0.46612,0.62284,2,subject9
999175,0.81343,-8.8798,4.0954,-0.46197,-0.54597,0.64637,-6.5849,-2.5632,6.6843,-0.7156899999999999,0.47023,0.6099100000000001,2,subject9
999176,0.81443,-8.5688,4.5068,-0.46197,-0.54597,0.64637,-6.5859,-2.5329,6.7067,-0.7156899999999999,0.47023,0.6099100000000001,2,subject9
999177,0.69199,-8.7688,4.3081,-0.46197,-0.54597,0.64637,-6.6254,-2.4135,6.6502,-0.7156899999999999,0.47023,0.6099100000000001,2,subject9
999178,0.68014,-8.7705,4.1412,-0.46197,-0.54597,0.64637,-6.5337,-2.5337,6.6337,-0.7156899999999999,0.47023,0.6099100000000001,2,subject9
999179,0.84655,-8.8373,4.3895,-0.45826,-0.55535,0.63458,-6.5264,-2.5726,6.736000000000001,-0.7098,0.45585,0.59914,2,subject9
999180,0.90771,-8.9174,4.3028,-0.45826,-0.55535,0.63458,-6.4939,-2.5103,6.9682,-0.7098,0.45585,0.59914,2,subject9
999181,1.0083,-8.9288,4.147,-0.45826,-0.55535,0.63458,-6.6115,-2.3417,6.8308,-0.7098,0.45585,0.59914,2,subject9
999182,0.71101,-8.6002,4.3375,-0.4898,-0.5403399999999999,0.62475,-6.434,-2.5036,6.6352,-0.70392,0.47023,0.61422,2,subject9
999183,0.92871,-8.8368,4.4424,-0.4898,-0.5403399999999999,0.62475,-6.6033,-2.5936,6.6412,-0.70392,0.47023,0.61422,2,subject9
999184,0.88621,-8.9885,4.1219,-0.4898,-0.5403399999999999,0.62475,-6.7289,-2.5419,6.8104,-0.70392,0.47023,0.61422,2,subject9
999185,0.73288,-8.9187,4.1656,-0.4898,-0.5403399999999999,0.62475,-6.525,-2.5831,6.6938,-0.70392,0.47023,0.61422,2,subject9
999186,0.67,-8.6904,4.2284,-0.4712399999999999,-0.5422100000000001,0.63065,-6.4723,-2.461,6.8978,-0.7058800000000001,0.44969,0.61207,2,subject9
999187,0.90921,-8.9659,4.4045,-0.4712399999999999,-0.5422100000000001,0.63065,-6.4883,-2.4823,6.7717,-0.7058800000000001,0.44969,0.61207,2,subject9
999188,0.97617,-8.7904,4.1327,-0.4712399999999999,-0.5422100000000001,0.63065,-6.4314,-2.4613,6.8665,-0.7058800000000001,0.44969,0.61207,2,subject9
999189,0.71421,-8.937000000000001,4.3207,-0.48423,-0.52908,0.63261,-6.6046,-2.4835,6.6467,-0.71765,0.46201,0.60345,2,subject9
