,alx,aly,alz,glx,gly,glz,arx,ary,arz,grx,gry,grz,Activity,subject
911617,2.0714,-9.978,0.21973,0.69202,-0.63602,0.1277,-1.2007,-5.8336,-0.3646,-0.14706,-0.8829600000000001,0.6875,6,subject8
911618,1.8101,-9.4842,0.095975,0.69202,-0.63602,0.1277,-0.36887,-5.316,-0.59913,-0.14314,-0.90965,0.67888,6,subject8
911619,1.8149,-9.8794,0.18043,0.69017,-0.6379,0.13752,-0.94029,-5.3554,-0.5386,-0.14314,-0.90965,0.67888,6,subject8
911620,2.076,-9.4536,0.1835,0.69017,-0.6379,0.13752,-1.2401,-4.8571,-0.7116100000000001,-0.14314,-0.90965,0.67888,6,subject8
911621,1.9561,-9.731,0.16843,0.69017,-0.6379,0.13752,-1.0963,-4.5062,-0.6211399999999999,-0.14314,-0.90965,0.67888,6,subject8
911622,1.4285,-9.878,0.32247,0.7013,-0.62664,0.15521,-0.71311,-4.7564,-0.64407,-0.11569,-0.93634,0.6724100000000001,6,subject8
911623,1.6041,-9.5158,0.8944200000000001,0.7013,-0.62664,0.15521,-0.88128,-5.4049,-0.48899,-0.11569,-0.93634,0.6724100000000001,6,subject8
911624,1.8796,-9.6059,0.79892,0.7013,-0.62664,0.15521,-1.1604,-6.3819,-0.1941,-0.11569,-0.93634,0.6724100000000001,6,subject8
911625,1.8947,-9.4212,0.45414,0.67904,-0.61538,0.17682,-1.0797,-6.0566,-0.657,-0.070588,-0.96715,0.64655,6,subject8
911626,1.7705,-9.2526,1.4717,0.67904,-0.61538,0.17682,-0.68312,-6.3046,-1.4611,-0.070588,-0.96715,0.64655,6,subject8
911627,2.2961,-9.0877,1.1311,0.67904,-0.61538,0.17682,-0.22013,-7.3255,-1.5538,-0.070588,-0.96715,0.64655,6,subject8
911628,2.2814,-9.582,1.2104,0.67904,-0.61538,0.17682,0.1333599999999999,-7.7652,-1.5237,-0.070588,-0.96715,0.64655,6,subject8
911629,1.819,-9.5352,0.93726,0.7013,-0.60038,0.19253,-0.54662,-7.9845,-1.4513,-0.0078431,-0.97125,0.6594800000000001,6,subject8
911630,1.8607,-9.6343,0.92231,0.7013,-0.60038,0.19253,-0.4201399999999999,-9.6345,-1.4505,-0.0078431,-0.97125,0.6594800000000001,6,subject8
911631,1.7437,-9.2591,0.82532,0.7013,-0.60038,0.19253,-1.3255,-9.3038,-1.3819,-0.0078431,-0.97125,0.6594800000000001,6,subject8
911632,1.628,-9.5123,1.249,0.69944,-0.60038,0.19253,-0.78567,-9.7788,-1.8848,0.070588,-0.96304,0.64871,6,subject8
911633,2.2386,-9.1039,1.4943,0.69944,-0.60038,0.19253,-0.16929,-11.04,-2.0103,0.070588,-0.96304,0.64871,6,subject8
911634,2.3625,-9.1625,1.5759,0.69944,-0.60038,0.19253,-0.35181,-10.630999999999998,-2.0628,0.070588,-0.96304,0.64871,6,subject8
911635,1.8414,-9.3132,1.3548,0.69944,-0.60038,0.19253,-0.20269,-12.647,-2.6948,0.070588,-0.96304,0.64871,6,subject8
911636,2.0877,-9.1618,1.6461,0.70872,-0.606,0.18861,-0.8193799999999999,-13.043,-2.3397,0.15882,-0.98563,0.6444,6,subject8
911637,2.7257,-9.3166,1.0093,0.70872,-0.606,0.18861,-0.1163,-13.446,-2.6411,0.15882,-0.98563,0.6444,6,subject8
911638,2.145,-9.6957,0.72416,0.70872,-0.606,0.18861,0.45678,-13.66,-3.0059,0.15882,-0.98563,0.6444,6,subject8
911639,1.5956,-9.7441,0.84125,0.71614,-0.6041300000000001,0.17485,0.7642100000000001,-13.898,-2.8408,0.27647,-0.97741,0.625,6,subject8
911640,1.4881,-9.4796,0.55132,0.71614,-0.6041300000000001,0.17485,0.011908,-14.296,-2.6315,0.27647,-0.97741,0.625,6,subject8
911641,1.9144,-9.5019,0.3044699999999999,0.71614,-0.6041300000000001,0.17485,-0.12912,-14.017,-2.6904,0.27647,-0.97741,0.625,6,subject8
911642,1.9184,-10.068,1.1616,0.71614,-0.6041300000000001,0.17485,0.091049,-13.977,-2.7093,0.27647,-0.97741,0.625,6,subject8
911643,2.8749,-9.3106,0.6257199999999999,0.71614,-0.6041300000000001,0.17485,0.0076201,-14.195,-2.5223,0.36078,-0.97331,0.61638,6,subject8
911644,2.1786,-9.803,-0.10378,0.71614,-0.6041300000000001,0.17485,0.0063465,-13.813,-2.274,0.36078,-0.97331,0.61638,6,subject8
911645,1.609,-9.9412,-0.064305,0.71614,-0.6041300000000001,0.17485,-0.45282,-14.212,-2.1689,0.36078,-0.97331,0.61638,6,subject8
911646,1.6033,-9.6066,0.7232,0.71243,-0.61163,0.15914,-1.1585,-13.771,-1.1261,0.40784,-0.95072,0.5797399999999999,6,subject8
911647,2.536,-9.3828,0.33747,0.71243,-0.61163,0.15914,-0.8691399999999999,-13.037,-0.68309,0.40784,-0.95072,0.5797399999999999,6,subject8
911648,1.8052,-9.7588,0.35303,0.71243,-0.61163,0.15914,-0.6893699999999999,-12.718,-0.78172,0.40784,-0.95072,0.5797399999999999,6,subject8
