,alx,aly,alz,glx,gly,glz,arx,ary,arz,grx,gry,grz,Activity,subject
464641,3.9124,1.3665,8.9304,0.46939,0.45403,0.29077,-4.5865,-1.4463,8.3652,-0.090196,0.39425,0.78017,3,subject4
464642,3.9828,1.4356,8.9033,0.46939,0.45403,0.29077,-4.6717,-1.5941,8.587,-0.090196,0.39425,0.78017,3,subject4
464643,3.973,1.3859,8.8903,0.46011,0.45028,0.28684,-4.5391,-1.4056,8.4401,-0.094118,0.37782,0.7931,3,subject4
464644,4.0649,1.346,8.8579,0.46011,0.45028,0.28684,-4.5645,-1.2377,8.2298,-0.094118,0.37782,0.7931,3,subject4
464645,3.7895,1.2661,8.7887,0.46011,0.45028,0.28684,-4.5521,-1.4445,8.5528,-0.094118,0.37782,0.7931,3,subject4
464646,3.9762,0.92911,8.7529,0.46011,0.45028,0.28684,-4.6181,-1.4159,8.4084,-0.094118,0.37782,0.7931,3,subject4
464647,3.8525,1.1379,8.835,0.4823699999999999,0.45403,0.28094,-4.674,-1.3076,8.2367,-0.11373,0.38398,0.80819,3,subject4
464648,3.9001,1.3444,8.7,0.4823699999999999,0.45403,0.28094,-4.7029,-1.4077,8.2317,-0.11373,0.38398,0.80819,3,subject4
464649,3.9546,1.2179,8.9234,0.4823699999999999,0.45403,0.28094,-4.4715,-1.3683,8.1712,-0.11373,0.38398,0.80819,3,subject4
464650,3.9533,1.3067,8.8861,0.4731,0.45028,0.2947,-4.6442,-1.2644,8.5618,-0.10196,0.38604,0.78664,3,subject4
464651,3.8414,1.2669,8.8726,0.4731,0.45028,0.2947,-4.6057,-1.327,8.2982,-0.10196,0.38604,0.78664,3,subject4
464652,3.931,1.3447,8.7315,0.4731,0.45028,0.2947,-4.6049,-1.3439,8.6099,-0.10196,0.38604,0.78664,3,subject4
464653,4.1187,1.0088,8.8,0.4731,0.45028,0.2947,-4.7524,-1.1753,8.4725,-0.10196,0.38604,0.78664,3,subject4
464654,4.0671,1.1882,8.923,0.46011,0.4615399999999999,0.28094,-4.5865,-1.4763,8.3741,-0.078431,0.38604,0.7974100000000001,3,subject4
464655,3.9133,1.1475,8.8048,0.46011,0.4615399999999999,0.28094,-4.6188,-1.4356,8.4386,-0.078431,0.38604,0.7974100000000001,3,subject4
464656,4.0361,1.3778,9.0676,0.46011,0.4615399999999999,0.28094,-4.7085,-1.3261,8.392000000000001,-0.078431,0.38604,0.7974100000000001,3,subject4
464657,4.0427,1.4442,8.7793,0.45455,0.45028,0.2947,-4.4825,-1.3546,8.5364,-0.090196,0.3963,0.79957,3,subject4
464658,3.8511,1.2065,8.7655,0.45455,0.45028,0.2947,-4.7353,-1.6062,8.378,-0.090196,0.3963,0.79957,3,subject4
464659,4.1787,1.2476,8.9167,0.45455,0.45028,0.2947,-4.4626,-1.2948,8.5186,-0.090196,0.3963,0.79957,3,subject4
464660,3.9335,1.2172,8.8502,0.46011,0.4615399999999999,0.29273,-4.7039,-1.3442,8.5786,-0.090196,0.3963,0.79957,3,subject4
464661,3.8809,1.3757,8.8576,0.46011,0.4615399999999999,0.29273,-4.4419,-1.2452,8.4794,-0.098039,0.39425,0.79957,3,subject4
464662,3.9396,1.4931,8.7182,0.46011,0.4615399999999999,0.29273,-4.6384,-1.3361,8.3915,-0.098039,0.39425,0.79957,3,subject4
464663,3.9954,1.218,8.9238,0.46011,0.4615399999999999,0.29273,-4.6798,-1.4552,8.4793,-0.098039,0.39425,0.79957,3,subject4
464664,3.6981,1.2565,8.8186,0.44341,0.43715,0.29666,-4.4402,-1.4252,8.4808,-0.10784,0.38193,0.7780199999999999,3,subject4
464665,3.9017,1.3261,8.8449,0.44341,0.43715,0.29666,-4.5813,-1.2753,8.4675,-0.10784,0.38193,0.7780199999999999,3,subject4
464666,3.9933,1.3358,8.8255,0.44341,0.43715,0.29666,-4.6086,-1.5653,8.4738,-0.10784,0.38193,0.7780199999999999,3,subject4
464667,4.0867,1.2974,8.9495,0.45083,0.4615399999999999,0.2848699999999999,-4.6409,-1.3053,8.466000000000001,-0.10784,0.38193,0.7780199999999999,3,subject4
464668,3.9977,1.0602,8.9888,0.45083,0.4615399999999999,0.2848699999999999,-4.4689,-1.3159999999999998,8.402999999999999,-0.086275,0.38604,0.79095,3,subject4
