,alx,aly,alz,glx,gly,glz,arx,ary,arz,grx,gry,grz,Activity,subject
1171150,-0.10151,-9.8871,1.39,0.15213,-0.8630399999999999,-0.59528,-5.5338,-8.4506,5.9421,0.17059,-1.152,0.045259,7,subject10
1171151,0.028694,-9.8696,1.1631,0.15213,-0.8630399999999999,-0.59528,-5.4661,-8.297,5.3039,0.17059,-1.152,0.045259,7,subject10
1171152,0.15927,-9.6716,1.1534,0.15213,-0.8630399999999999,-0.59528,-5.5189,-8.222999999999999,4.7034,0.17059,-1.152,0.045259,7,subject10
1171153,0.13955,-9.7109,1.1825,0.15213,-0.8630399999999999,-0.59528,-5.2549,-8.3273,4.2711,0.18627,-1.117,0.036638,7,subject10
1171154,0.070066,-9.829,1.2593,0.15955,-0.85929,-0.60707,-4.7267,-8.1938,4.6216,0.18627,-1.117,0.036638,7,subject10
1171155,0.20297,-9.9087,1.2045,0.15955,-0.85929,-0.60707,-4.0976,-8.3862,4.3828,0.18627,-1.117,0.036638,7,subject10
1171156,-0.10269,-9.8183,1.3414,0.15955,-0.85929,-0.60707,-3.8827,-8.4576,4.2438,0.18627,-1.117,0.036638,7,subject10
1171157,0.039159,-9.8093,1.2495,0.14657,-0.85929,-0.57957,-3.6722,-8.2052,4.4752,0.18824,-1.1314,0.0431029999999999,7,subject10
1171158,-0.1158599999999999,-9.5612,1.3019999999999998,0.14657,-0.85929,-0.57957,-3.7442,-8.5501,4.9892,0.18824,-1.1314,0.0431029999999999,7,subject10
1171159,0.16279,-9.6581,1.5187,0.14657,-0.85929,-0.57957,-3.9712,-8.6142,5.5797,0.18824,-1.1314,0.0431029999999999,7,subject10
1171160,0.1111299999999999,-9.8987,1.2145,0.14657,-0.85929,-0.57957,-3.9837,-8.6433,5.672000000000001,0.18627,-1.1314,0.060345,7,subject10
1171161,0.16263,-9.8283,1.3331,0.16327,-0.87805,-0.60314,-4.4237,-8.8061,6.393,0.18627,-1.1314,0.060345,7,subject10
1171162,0.0799,-9.6693,1.3819,0.16327,-0.87805,-0.60314,-5.0524,-8.8431,7.6933,0.18627,-1.1314,0.060345,7,subject10
1171163,0.079676,-9.6896,1.3392,0.16327,-0.87805,-0.60314,-5.2059,-8.9416,8.8446,0.18627,-1.1314,0.060345,7,subject10
1171164,-0.044576,-9.7314,1.1172,0.14286,-0.8761700000000001,-0.60118,-5.3627,-9.4975,9.2543,0.18627,-1.1273,0.1012899999999999,7,subject10
1171165,0.11223,-9.8276,1.3952,0.14286,-0.8761700000000001,-0.60118,-5.0773,-9.6089,10.113,0.18627,-1.1273,0.1012899999999999,7,subject10
